place,state,country,all_minimums_repealed,status,policy_change,scope,land_uses,reform_date,population,lat,long,url,reporter,summary
Vancouver,WA,United States,FALSE,implemented,"add parking maximums,reduce parking minimums","city center / business district,main street / special,transit oriented","all uses,commercial",,190915,45.6306954,-122.6744557,https://parkingreform.org/mandates-map/city_detail/Vancouver_WA.html,Samuel Deetz,"Parking requirements are reduced in the Transit Overlay District and parking maximums apply. Parking requirements are reduced for mixed-use projects, uses in the CX City Center District, and for uses close to public parking. Various other reductions are available for a change of use, or for the use of on-street parking in the CN Neighborhood Commercial District."
Vandalia,IL,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,6836,38.960601,-89.0936778,https://parkingreform.org/mandates-map/city_detail/Vandalia_IL.html,Samuel Deetz,"Minimum parking requirements do not apply in the CD, Downtown Commercial District."
Vandergrift,PA,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,5075,40.6028462,-79.5647741,https://parkingreform.org/mandates-map/city_detail/Vandergrift_PA.html,Samuel Deetz,"In the commercial district, public parking and on-street parking may be counted towards parking requirements."
Vassar,MI,United States,FALSE,implemented,add parking maximums,citywide,all uses,,2727,43.371968,-83.583292,https://parkingreform.org/mandates-map/city_detail/Vassar_MI.html,Samuel Deetz,Parking maximums are set at 120% of the minimums.
Veedersburg,IN,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,2019-08-26,2098,40.1130947,-87.2625101,https://parkingreform.org/mandates-map/city_detail/Veedersburg_IN.html,Samuel Deetz,"No off-street parking is required for nonresidential uses in the Neighborhood Commercial, Mixed-Use District (CRM), unless such uses exceed 3000 square feet in gross floor area."
Velva,ND,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1086,48.05612,-100.929317,https://parkingreform.org/mandates-map/city_detail/Velva_ND.html,Samuel Deetz,"The Central Business District (CBD) indicated within the city zoning map is exempt from parking requirements based on existing conditions and physical constraints. The CBD is bounded by 1st Street W. on the west, 3rd Avenue W. on the north, 1st Street E. on the east, and Hwy 52/Prospect Avenue on the south."
Ventura,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,711,43.1266263,-93.477897,https://parkingreform.org/mandates-map/city_detail/Ventura_IA.html,Samuel Deetz,The “B” General Business District is exempt from minimum parking requirements.
Verdigris,OK,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,5256,36.2348197,-95.6910927,https://parkingreform.org/mandates-map/city_detail/Verdigris_OK.html,Samuel Deetz,The C-3 Central Commercial District is exempt from parking mandates.
Vermillion,SD,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,11695,42.7795273,-96.929101,https://parkingreform.org/mandates-map/city_detail/Vermillion_SD.html,Samuel Deetz,Minimum parking requirements are not applicable to property in the CB Central Business District.
Vernon Center,MN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,328,43.961906,-94.1691248,https://parkingreform.org/mandates-map/city_detail/VernonCenter_MN.html,Samuel Deetz,Off-street parking spaces are not required for any uses in the Central Business District.
Verona,PA,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",main street / special,commercial,,2492,40.5064571,-79.843105,https://parkingreform.org/mandates-map/city_detail/Verona_PA.html,Samuel Deetz,On-street parking or public or commercial parking lot spaces within 500 feet may be counted towards required parking on the basis that six public or commercial spaces may be considered equal to one required private space. Commercial uses abutting Allegheny River Boulevard are exempt from parking mandates.
Verona,WI,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,commercial,,14030,42.9905492,-89.5335575,https://parkingreform.org/mandates-map/city_detail/Verona_WI.html,Samuel Deetz,"Within the Central Commercial (CC) District, the parking requirements are waived for all non-residential uses. In addition, parking maximums are enforced in all other districts alongside minimums."
Versailles,MO,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,2539,38.4314141,-92.8410274,https://parkingreform.org/mandates-map/city_detail/Versailles_MO.html,Samuel Deetz,"The Central Business District around the Courthouse Square from Church Street on the north, Washington on the south, Van Buren on the east and Burke on the west is exempt from minimum parking requirements."
Vicksburg,MS,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,21573,32.3528055,-90.8777342,https://parkingreform.org/mandates-map/city_detail/Vicksburg_MS.html,Samuel Deetz,All businesses in the C-3 Central Business District are exempt from parking provided they are within three (3) blocks of public parking.
Victoria,KS,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1129,38.85279,-99.147597,https://parkingreform.org/mandates-map/city_detail/Victoria_KS.html,Samuel Deetz,The C-1 Downtown Commercial District is exempt from minimum parking requirements.
Victoria,MN,United States,FALSE,implemented,reduce parking minimums,city center / business district,commercial,,10546,44.8585738,-93.6616266,https://parkingreform.org/mandates-map/city_detail/Victoria_MN.html,Samuel Deetz,"New developments or significant redevelopments in the central business district (the CBD) may decrease the parking spaces required by up to 50 percent of the requirements, with the exception of residential uses. All residential uses in the central business district are subject to the requirements."
Vidalia,LA,United States,FALSE,implemented,remove parking minimums,city center / business district,"all uses,commercial",,4027,31.5654441,-91.4259495,https://parkingreform.org/mandates-map/city_detail/Vidalia_LA.html,Samuel Deetz,"Within the TC Town Center District, no off-street parking is required, but adequate on-street and off-street parking spaces must be demonstrated for places of assembly, daycare centers, schools, and residences."
Vilas County,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,23047,46.0382686,-89.4734462,https://parkingreform.org/mandates-map/city_detail/VilasCounty_WI.html,Samuel Deetz,Downtown Community Business Districts are exempt from parking mandates.
Villa Hills,KY,United States,FALSE,implemented,reduce parking minimums,citywide,"commercial,industrial,other,residential, multi-family",,7310,39.0633933,-84.5929998,https://parkingreform.org/mandates-map/city_detail/VillaHills_KY.html,Samuel Deetz,Parking requirements may be reduced through on-street parking.
Villa Park,IL,United States,FALSE,implemented,reduce parking minimums,citywide,all uses,,21113,41.8893116,-87.9778368,https://parkingreform.org/mandates-map/city_detail/VillaPark_IL.html,Samuel Deetz,"Nonresidential uses may count on-street parking spaces on public street rights-of-way abutting the subject property towards satisfying off-street motor vehicle parking requirements. For all uses, four (4) long-term bicycle parking spaces may be credited as one motor vehicle space, provided that the long-term bicycle parking space credit may not be used to reduce a use's minimum off-street motor vehicle parking requirement by more than one (1) space or ten (10) percent, whichever results in a greater reduction."
Village of Four Seasons,MO,United States,FALSE,implemented,add parking maximums,citywide,"other,residential, all uses",,2383,38.1948332,-92.709765,https://parkingreform.org/mandates-map/city_detail/VillageofFourSeasons_MO.html,Samuel Deetz,"The total number of parking spaces provided for a one-family, two-family, or multiple-family dwelling or hotel may not exceed the requirements by more than 50 percent or four spaces, whichever number is greater."
Vinita,OK,United States,FALSE,implemented,reduce parking minimums,city center / business district,commercial,,5193,36.6408372,-95.156363,https://parkingreform.org/mandates-map/city_detail/Vinita_OK.html,Samuel Deetz,Parking requirements are reduced for retail uses in the C-3 General Commercial District.
Vinton,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,4938,42.1679131,-92.0239504,https://parkingreform.org/mandates-map/city_detail/Vinton_IA.html,Samuel Deetz,The B-2 Business District is exempt from minimum parking requirements.
Vinton,VA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,8104,37.2809707,-79.8969819,https://parkingreform.org/mandates-map/city_detail/Vinton_VA.html,Rachel Ruhlen,"No parking minimums in CBD except for hotels, motels, tourist homes, and bed and breakfast establishments."
Virginia Beach,VA,United States,FALSE,implemented,add parking maximums,city center / business district,all uses,,459470,36.8529841,-75.9774183,https://parkingreform.org/mandates-map/city_detail/VirginiaBeach_VA.html,Samuel Deetz,"In the business, apartment and office districts the number of off-street parking spaces may not exceed the required number by more than fifty percent (50%). Such maximum parking requirements do not apply to uses whose off-street parking requirements are allocated within a parking structure."
Visalia,CA,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums","citywide,transit oriented","residential, low-density",,141384,36.3302284,-119.292058,https://parkingreform.org/mandates-map/city_detail/Visalia_CA.html,Samuel Deetz,"ADUs may be exempted from parking mandates when certain criteria are met. Within the Central Business District Parking Zone, a fee in-lieu of required parking may be provided."
Vivian,LA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,3073,32.871111,-93.986667,https://parkingreform.org/mandates-map/city_detail/Vivian_LA.html,Samuel Deetz,Uses within the B-3 Central Community Business District are exempt from minimum parking requirements.
Volga,SD,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,2113,44.32358,-96.926448,https://parkingreform.org/mandates-map/city_detail/Volga_SD.html,Samuel Deetz,The CB Central Business Overlay District is exempt from minimum parking requirements.
Volo,IL,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,6122,42.3261332,-88.167861,https://parkingreform.org/mandates-map/city_detail/Volo_IL.html,Samuel Deetz,Within the B1 Business District required off-street parking may be waived subject to the payment of a fee-in-lieu of required spaces.
Wabash,IN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,1995-04-24,10440,40.795846,-85.82222,https://parkingreform.org/mandates-map/city_detail/Wabash_IN.html,Samuel Deetz,All uses located in the HD Historic Downtown Business District are exempt from off-street parking requirements.
Wabasha,MN,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,2559,44.384023,-92.032742,https://parkingreform.org/mandates-map/city_detail/Wabasha_MN.html,Samuel Deetz,"Within the TDC Traditional Downtown Commercial District, parking requirements are reduced."
Waco,TX,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,138486,31.5491899,-97.1474628,https://parkingreform.org/mandates-map/city_detail/Waco_TX.html,Samuel Deetz,Parking mandates do not apply to the C-4 central commercial district.
Waconia,MN,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,13033,44.8507957,-93.7869088,https://parkingreform.org/mandates-map/city_detail/Waconia_MN.html,Samuel Deetz,Minimum parking requirements do not apply to existing B-3 area uses so long as the general use and purpose for which the property is used is continued.
Wadena,MN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,4325,46.4424614,-95.1361386,https://parkingreform.org/mandates-map/city_detail/Wadena_MN.html,Samuel Deetz,Uses located within the Central Business District are exempt from all off-street parking and loading requirements.
Wadsworth,IL,United States,FALSE,implemented,remove parking minimums,citywide,"residential, low-density",,3517,42.4286321,-87.9239651,https://parkingreform.org/mandates-map/city_detail/Wadsworth_IL.html,Samuel Deetz,Single-family dwellings are exempt from minimum parking requirements.
Wagoner,OK,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,all uses,,7621,35.959788,-95.376904,https://parkingreform.org/mandates-map/city_detail/Wagoner_OK.html,Samuel Deetz,Off-street parking is not required for uses in the DM Downtown Mixed-Use District. Parking maximums are set at 125% of the minimums for commercial and industrial uses citywide.
Wahoo,NE,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,4818,41.2111084,-96.6197985,https://parkingreform.org/mandates-map/city_detail/Wahoo_NE.html,Samuel Deetz,"The off-street parking requirements do not apply in the C-1 Downtown Commercial District when on-street parking spaces within the right-of-way are provided and maintained by the City of Wahoo adjacent to the principal use and adjoining properties for use by the public. If on-street parking is not available, parking requirements must be met."
Wahpeton,ND,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,8007,46.265879,-96.608863,https://parkingreform.org/mandates-map/city_detail/Wahpeton_ND.html,Samuel Deetz,The B-1 central business district is exempt from minimum parking requirements.
Walker,MI,United States,FALSE,implemented,reduce parking minimums,citywide,"commercial,other,residential, all uses",,25132,43.005597,-85.7741906,https://parkingreform.org/mandates-map/city_detail/Walker_MI.html,Samuel Deetz,Mixed-use developments have reduced parking requirements.
Walkersville,MD,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,6156,39.4817659,-77.3507698,https://parkingreform.org/mandates-map/city_detail/Walkersville_MD.html,Samuel Deetz,A change of use within an existing building is exempt from parking mandates in the OTM Old Town Mixed Use District.
Walla Walla,WA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,33927,46.0667277,-118.339345,https://parkingreform.org/mandates-map/city_detail/WallaWalla_WA.html,John Gahbauer,The City of Walla Walla has implemented an exemption of its off-street parking standards in its Central Business District
Walnut Creek,CA,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,70812,37.9020731,-122.0618702,https://parkingreform.org/mandates-map/city_detail/WalnutCreek_CA.html,Michael Moore,Walnut Creek has reduced minimum parking requirements in two special downtown districts.
Walnut,MS,United States,FALSE,implemented,remove parking minimums,city center / business district,"residential, all uses",,704,34.1489999,-90.3989834,https://parkingreform.org/mandates-map/city_detail/Walnut_MS.html,Samuel Deetz,Residential uses in the C-3 Central Business District are exempt from parking mandates.
Walterboro,SC,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,5544,32.9021377,-80.6672631,https://parkingreform.org/mandates-map/city_detail/Walterboro_SC.html,Samuel Deetz,The CBD Central Business District is exempt from minimum parking requirements.
Wanamingo,MN,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,1113,44.3043907,-92.7906122,https://parkingreform.org/mandates-map/city_detail/Wanamingo_MN.html,Samuel Deetz,"Within the C-1 Central Commercial District, and at the option of the Council, the city may allow a payment toward a parking improvement program that would supply off-street parking spaces as an alternative to provision of parking to satisfy district parking requirements."
Wanatah,IN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1009,41.4305964,-86.898358,https://parkingreform.org/mandates-map/city_detail/Wanatah_IN.html,Samuel Deetz,Parking space requirements do not apply in a block where 50 percent or more of the area was occupied by business or industrial structures at the time of passage of the ordinance.
Wapakoneta,OH,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,all uses,,9957,40.5678265,-84.1935594,https://parkingreform.org/mandates-map/city_detail/Wapakoneta_OH.html,Samuel Deetz,The B-3 Central Business District is exempt from parking mandates. Parking maximums are set at 115% of the minimums citywide except for single-family and two-family dwellings.
Wapella,IL,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,513,40.2203145,-88.9620246,https://parkingreform.org/mandates-map/city_detail/Wapella_IL.html,Samuel Deetz,No parking is required in General Commercial District.
Wapello,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,2084,41.1813612,-91.185468,https://parkingreform.org/mandates-map/city_detail/Wapello_IA.html,Samuel Deetz,The “B-1” Retail Business District is exempt from minimum parking requirements.
Warren,MI,United States,FALSE,implemented,add parking maximums,city center / business district,all uses,,139387,42.4932575,-83.0062746,https://parkingreform.org/mandates-map/city_detail/Warren_MI.html,Samuel Deetz,Parking maximums apply in the Downtown Center District.
Warren,MN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1605,48.196591,-96.7727048,https://parkingreform.org/mandates-map/city_detail/Warren_MN.html,Samuel Deetz,"The C-1 district is exempt from minimum parking requirements. The area is described as follows: South of Park Avenue from McKinley Street including Nelson Avenue to Third Street, West of Third Street between Nelson Avenue and Fletcher Avenue, North of Fletcher Avenue from Third Street West to McKinley Street and the East side of McKinley Street between Fletcher and Park Avenues."
Warren,RI,United States,FALSE,implemented,reduce parking minimums,city center / business district,"commercial,other",,11147,41.7303794,-71.2825494,https://parkingreform.org/mandates-map/city_detail/Warren_RI.html,Samuel Deetz,Nonresidential uses in existing buildings within the Village Business District are exempt from parking mandates.
Warrensburg,IL,United States,FALSE,implemented,add parking maximums,citywide,"residential, all uses",,1110,39.9328162,-89.0620278,https://parkingreform.org/mandates-map/city_detail/Warrensburg_IL.html,Samuel Deetz,"The total number of parking spaces provided for a single-family, two-family or multiple-family dwelling may not exceed the minimum requirements by more than 50% or four spaces, whichever number is greater."
Warrensburg,MO,United States,FALSE,implemented,remove parking minimums,city center / business district,"commercial,other",,20313,38.7624373,-93.7409596,https://parkingreform.org/mandates-map/city_detail/Warrensburg_MO.html,Samuel Deetz,"In the central business district where no setback building line is required, there are no off-street parking requirements for non-residential uses except for adult entertainment uses. Dwelling units require off-street parking, except where an existing space is being converted to three (3) or fewer dwelling units in an existing commercial building in the basement or on the second or higher floor."
Warrensville Heights,OH,United States,FALSE,implemented,add parking maximums,main street / special,"residential, all uses",2020-11-04,13789,41.43535,-81.514824,https://parkingreform.org/mandates-map/city_detail/WarrensvilleHeights_OH.html,Samuel Deetz,"In a U-1 Single Family Residential District, the sum of the open and enclosed accessory parking facilities may not exceed three (3) spaces per dwelling unit on lots of 12,000 square feet or less; and not more than four (4) spaces per dwelling unit on lots of more than 12,000 square feet."
Warsaw,IN,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,15804,41.2381017,-85.8530544,https://parkingreform.org/mandates-map/city_detail/Warsaw_IN.html,Samuel Deetz,"All uses in the C-4 CBD commercial district, except residential uses, are exempt from the minimum parking requirements."
Warsaw,MO,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",citywide,all uses,,2209,38.2442186,-93.3774013,https://parkingreform.org/mandates-map/city_detail/Warsaw_MO.html,Samuel Deetz,"No off-street parking or loading space is required for any use located in the C-2 Central Business District. In all districts, on-street parking may be used to meet a portion of the minimum off-street parking requirements and any use in a space that is two thousand (2,000) square feet or smaller is exempt from the minimum parking requirements."
Warwick,RI,United States,FALSE,implemented,"add parking maximums,reduce parking minimums",citywide,"commercial,industrial,other",,82823,41.6992717,-71.4586114,https://parkingreform.org/mandates-map/city_detail/Warwick_RI.html,Samuel Deetz,"Within the Village District (V), on-street parking may count toward parking mandates for nonresidential uses and parking maximums are set at two spaces per dwelling unit for residential uses."
Waseca,MN,United States,FALSE,implemented,"add parking maximums,remove parking minimums",main street / special,all uses,,9229,44.0776638,-93.5075767,https://parkingreform.org/mandates-map/city_detail/Waseca_MN.html,Samuel Deetz,"Buildings located in the half block abutting State Street between Third Avenue North and Second Avenue South and extending into the 300 blocks of South State Street are exempt from any off-street parking requirements. In addition, the maximum number of parking spaces for any building or use shall not exceed 125% of the number of spaces required."
Washburn,WI,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,commercial,,2051,46.6732766,-90.8949055,https://parkingreform.org/mandates-map/city_detail/Washburn_WI.html,Samuel Deetz,"Nonresidential land uses located in the downtown parking district are not required to provide off-street parking. For land uses located in a commercial, mixed-use, or industrial zoning district, the number of parking spaces provided in a ground surface parking lot shall not exceed the number of minimum parking spaces by more than 15 percent."
Washington Charter Township,MI,United States,FALSE,implemented,"add parking maximums,reduce parking minimums",city center / business district,"commercial,other,residential, all uses",,28165,42.7570924,-83.0373036,https://parkingreform.org/mandates-map/city_detail/WashingtonCharterTownship_MI.html,Samuel Deetz,"Parking requirements are reduced in the V-1 Village District, except for restaurants, which require special approval. Parking maximums are set at 110% of the minimums for surface parking."
Washington County,IL,United States,FALSE,implemented,remove parking minimums,citywide,"residential, low-density",,13761,38.3662806,-89.4201902,https://parkingreform.org/mandates-map/city_detail/WashingtonCounty_IL.html,Samuel Deetz,Single-family dwellings are exempt from minimum parking requirements.
Washington County,OR,United States,FALSE,implemented,remove parking minimums,main street / special,all uses,2024-10-15,600372,45.5601883,-123.0587907,https://parkingreform.org/mandates-map/city_detail/WashingtonCounty_OR.html,Samuel Deetz,"Parking mandates were removed from the area within the Urban Growth Boundary on October 15, 2024."
Washington Court House,OH,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",city center / business district,"residential, all uses",,14401,39.5364511,-83.4390843,https://parkingreform.org/mandates-map/city_detail/WashingtonCourtHouse_OH.html,Samuel Deetz,"Within the B-2 (Downtown Business) District, residential uses are exempt from parking mandates and nonresidential uses have reduced requirements."
Washington,DC,United States,FALSE,implemented,remove parking minimums,"city center / business district,main street / special",all uses,,705749,38.8950368,-77.0365427,https://parkingreform.org/mandates-map/city_detail/Washington_DC.html,Ryan Westrom,"Parking requirements are eliminated in various zone overlays (D, SEFC, USN, CG, and MU-11 Zones). Washington, DC has reduced parking requirements near transit. "
Washington,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,7352,41.2990848,-91.6923661,https://parkingreform.org/mandates-map/city_detail/Washington_IA.html,Samuel Deetz,The B-1 Central Business District is exempt from minimum parking requirements.
Washington,IL,United States,FALSE,implemented,add parking maximums,citywide,"commercial,industrial",,16071,40.703408,-89.406515,https://parkingreform.org/mandates-map/city_detail/Washington_IL.html,Samuel Deetz,"For all commercial and industrial uses with a gross floor area of 25,000 square feet or greater, parking maximums are set at 135% of the minimums."
Washington,PA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,13176,40.169332,-80.245011,https://parkingreform.org/mandates-map/city_detail/Washington_PA.html,Samuel Deetz,The Central Business District (CBD) is exempt from parking mandates.
Washington,UT,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,27993,37.1305373,-113.5082867,https://parkingreform.org/mandates-map/city_detail/Washington_UT.html,Samuel Deetz,"Parking requirements may be reduced by providing a bus stop facility, on-street parking spaces or contributing to public parking in the Downtown Mixed Use (DM) Zone."
Washington,WA,United States,FALSE,implemented,reduce parking minimums,regional,"all uses,residential, all uses",2024-03-27,7705281,47.297706,-120.173906,https://parkingreform.org/mandates-map/city_detail/Washington_WA.html,,"SSB 6015 reduces parking requirements through allowing more existing spaces to count towards requirements. Garages and carports are no longer be required, tandem parking is allowed, and parking spaces may be smaller in size."
Waterford,County Waterford,Ireland,FALSE,implemented,"add parking maximums,remove parking minimums",citywide,"commercial,industrial,other",,60079,52.2609997,-7.1119081,https://parkingreform.org/mandates-map/city_detail/Waterford_CountyWaterford.html,Samuel Deetz,Nonresidential uses are exempt from parking mandates and instead have parking maximums.
Waterloo,IA,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,all uses,,67314,42.498275,-92.3328743,https://parkingreform.org/mandates-map/city_detail/Waterloo_IA.html,Samuel Deetz,"In the ""C-3"" Central Business District, accessory off-street parking is not required. Parking minimums for other districts are the maximum in the ""S1"" Shopping Center, ""M-2,P"" Planned Industrial, “C-P” Planned Commercial, “B-P” Business Park, and ""R-P"" Planned Residence Districts."
Waterloo,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,3483,43.1838844,-88.9884421,https://parkingreform.org/mandates-map/city_detail/Waterloo_WI.html,Samuel Deetz,The C-1 General Commercial District is exempt from minimum parking requirements.
Waterman,IL,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums","city center / business district,citywide","commercial,industrial,residential, low-density",,1433,41.7716963,-88.7736942,https://parkingreform.org/mandates-map/city_detail/Waterman_IL.html,Samuel Deetz,"Single-family dwellings are exempt from parking mandates. Parking requirements may be reduced for nonresidential uses when located adjacent to on-street parking. Additionally, parking regulations do not apply to any use in a commercial or industrial zoning district within the area bounded as follows:
Pine Street extended to Adams Street, on the west; Grant Street on the north; Maple Street, extended to the Adams Street, on the east; and Adams Street on the south including all parcels having frontage on Adams Street."
Watertown,NY,United States,FALSE,implemented,"add parking maximums,remove parking minimums","city center / business district,citywide",all uses,,24685,43.9747838,-75.9107565,https://parkingreform.org/mandates-map/city_detail/Watertown_NY.html,Samuel Deetz,Parking minimums only apply to residential uses in the R District. Parking maximums apply to all uses.
Watertown,SD,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",city center / business district,all uses,,22655,44.899211,-97.115289,https://parkingreform.org/mandates-map/city_detail/Watertown_SD.html,Samuel Deetz,"The C-1 Community Commercial District is exempt from off-street parking requirements, except for properties that contain more than four residential units which must provide a minimum of 50% of the required parking spaces. This is not applicable to existing structures being converted or remodeled to include residential units."
Watertown,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,23479,43.1948481,-88.7286352,https://parkingreform.org/mandates-map/city_detail/Watertown_WI.html,Jacob Mass,The City of Watertown has no parking requirements for the Central Business (CB) Zoning District.
Waterville,ME,United States,FALSE,implemented,remove parking minimums,citywide,"residential, all uses",2023-11-21,15828,44.5524176,-69.6313607,https://parkingreform.org/mandates-map/city_detail/Waterville_ME.html,Jacob Lavarnway,"Accessory dwelling units are exempt from parking mandates. As of July 2024, the city is proposing removing parking mandates for properties in the Commercial-A Zone Downtown."
Waterville,OH,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,6003,41.5008859,-83.7182701,https://parkingreform.org/mandates-map/city_detail/Waterville_OH.html,Samuel Deetz,Off-street parking and loading spaces are not required for any uses in the C-2 Downtown Commercial District.
Watseka,IL,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,4679,40.7761465,-87.7364218,https://parkingreform.org/mandates-map/city_detail/Watseka_IL.html,Samuel Deetz,"No off-street parking is required in the B-2 Central Business District, except for residential uses."
Waukee,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,23940,41.6118485,-93.8845129,https://parkingreform.org/mandates-map/city_detail/Waukee_IA.html,Samuel Deetz,The C-2 Downtown Village District is exempt from minimum parking requirements.
Waukegan,IL,United States,FALSE,implemented,"add parking maximums,reduce parking minimums,remove parking minimums","city center / business district,citywide","commercial,industrial,other,residential, all uses",2024-07-01,89321,42.3636331,-87.8447938,https://parkingreform.org/mandates-map/city_detail/Waukegan_IL.html,Jake Seid,"All nonresidential uses except bed and breakfast uses are exempt from parking mandates citywide. Residential uses are exempt in the B4 District and have reduced requirements in the L1, L2, and L3 Lakefront Districts. Parking maximums apply to most uses, but may be exceeded through a fee towards city owned bike parking."
Waukesha,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,71158,43.0116784,-88.2314813,https://parkingreform.org/mandates-map/city_detail/Waukesha_WI.html,Samuel Deetz,"The rules regarding parking and loading space requirements do not apply within the Downtown Parking District. However, parking or loading space requirements may be required for new residential construction, any institutional uses, or new commercial construction over 6,000 square feet. The Downtown Parking District means the area within the following boundary: Beginning at the Wisconsin Avenue bridge over the Fox River, east on Wisconsin Avenue to East Avenue, then north on East Avenue to Main Street, then northwesterly on Buckley Street to Corrina Boulevard, then southwesterly on Corrina Boulevard to Barstow Street, then northwesterly on Barstow Street to St. Paul Avenue, then southwesterly on St. Paul Avenue to Madison Street, then southeasterly on Madison Street to the Fox River, then southwesterly along the Fox River to the Wisconsin Avenue bridge."
Waukon,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,3827,43.2694242,-91.4757884,https://parkingreform.org/mandates-map/city_detail/Waukon_IA.html,Samuel Deetz,No off street parking is required in the B-1 Central Business District (CBD).
Waupaca,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,6282,44.3580348,-89.0859464,https://parkingreform.org/mandates-map/city_detail/Waupaca_WI.html,Samuel Deetz,Any development located with the B2 Central Business District or B7 Riverfront District is exempt from minimum parking requirements.
Wausau,WI,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,all uses,,39575,44.9596017,-89.6298239,https://parkingreform.org/mandates-map/city_detail/Wausau_WI.html,Jake Schreiner,"Wausau has completely eliminated parking requirements in the downtown. Wausau has also reduced parking requirements by 50% in all commercial zones in the city. As well, Wausau has also enacted parking maximums for all uses in the city."
Waverly,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,10394,42.7258451,-92.4746033,https://parkingreform.org/mandates-map/city_detail/Waverly_IA.html,Samuel Deetz,The C-3 commercial district is exempt from minimum parking requirements.
Waverly,NE,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,4279,40.91742,-96.528167,https://parkingreform.org/mandates-map/city_detail/Waverly_NE.html,Samuel Deetz,Any use within the DC Downtown Commercial District other than Downtown Residential is exempt from the off-street parking requirements.
Waverly,OH,United States,FALSE,implemented,"add parking maximums,remove parking minimums",citywide,commercial,,4165,39.126735,-82.9854553,https://parkingreform.org/mandates-map/city_detail/Waverly_OH.html,Samuel Deetz,"Small scale retail uses, banks, and wholesale establishments are exempt from parking mandates. Parking maximums apply to residential uses and hotels."
